id;created_at (Europe/Moscow);source;api_type;model_name;provider_name;input_tokens;output_tokens
78e8564a-8c6b-4b4b-b277-5efa2185b62a;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;1372;148
c74e6e8f-76b7-4871-bc11-a650d67f9bb4;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;248;534
3b8c885d-ad24-4602-9c50-c4c0a72470e7;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;511;773
22e4bf35-2c7d-48a6-9b0f-59fb5368daa6;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;1372;197
b4982167-b9ef-40a1-a808-94fa5dc5c451;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;2804;448
440e1b89-0276-4e63-94a9-94cfde651758;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;247;365
b844c445-c500-42f7-93d9-b1b214986b9f;23.05.2026 19:24;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;1599;286
a7a577a8-f039-44d2-8be1-bf939c0cee8a;23.05.2026 19:23;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;249;417
16c8e433-95e0-4aad-b34b-116a782ed89c;23.05.2026 19:23;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;2894;505
c28e864b-b1d0-4427-a983-30d2f016ffbc;23.05.2026 19:23;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;783;109
3b53bfc6-cc9c-46fb-8e79-d7ca2e57d213;23.05.2026 19:23;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;254;349
c8b439ce-f946-467d-a0b8-f36466f3124c;23.05.2026 19:23;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;2591;403
0cb63c10-f491-4b80-b7ab-843ac5a31fcb;23.05.2026 19:23;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;251;817
23c8612d-8cbe-4d59-b066-9cedb13b1d42;23.05.2026 19:23;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;1373;714
7a3a5686-11c9-4110-ac64-eae02403fb9c;23.05.2026 19:23;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;2284;433
9ec53dfd-3992-4f15-a55c-a6b401508d9b;23.05.2026 19:23;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;237;368
ab3948f9-7d40-4d59-a6ad-ce15b8064915;23.05.2026 19:23;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;1396;605
bcd50daa-1aff-441a-a2d4-d4d22cc03f7b;23.05.2026 19:23;api;chat/completions;deepseek/deepseek-v4-flash;DeepSeek;257;1000
